Survived,Pclass,Sex,Age,SibSp,Parch,Fare,FamilySize,IsAlone,Sex_encoded,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Age_scaled,Fare_scaled
0,3,female,22.0,0,0,9.8375,1,1,1,False,False,True,False,True,False,False,False,0.2711736617240513,0.03950704524569702
0,1,male,40.0,0,0,52.0,1,1,0,False,False,True,False,False,True,False,False,0.4973611460165871,0.20883012480571742
0,2,male,34.0,1,0,21.0,2,0,0,False,False,True,False,False,True,False,False,0.42196531791907516,0.08433524271000126
0,3,male,29.0,1,0,7.0458,2,0,0,False,False,True,False,False,True,False,False,0.35913546117114853,0.028295678718386993
0,3,male,22.0,0,0,7.5208,1,1,0,False,False,True,False,False,True,False,False,0.2711736617240513,0.03020326158920845
1,3,female,2.0,0,1,12.2875,2,0,1,False,False,True,False,True,False,False,False,0.01985423473234481,0.04934615689519716
0,3,male,9.0,5,2,46.9,8,0,0,False,False,True,True,False,False,False,False,0.10781603417944208,0.1883487087190028
0,2,male,30.0,0,0,0.0,1,1,0,False,False,True,False,False,True,False,False,0.37170143252073384,0.0
0,3,male,50.0,0,0,8.05,1,1,0,False,False,True,False,False,True,False,False,0.6230208595124404,0.03232850970550048
1,3,female,63.0,0,0,9.5875,1,1,1,False,False,True,False,False,False,True,False,0.7863784870570495,0.038503054261054145
1,1,male,25.0,1,0,91.0792,2,0,0,True,False,False,False,False,True,False,False,0.3088715757728072,0.3657707827539403
0,3,female,21.5,3,1,25.4667,5,0,1,False,False,True,False,True,False,False,False,0.2648906760492586,0.10227334883441852
1,1,female,35.0,1,0,90.0,2,0,1,False,False,True,False,False,False,True,False,0.43453128926866047,0.361436754471434
0,1,male,58.0,0,0,29.7,1,1,0,True,False,False,False,False,True,False,False,0.7235486303091229,0.11927412897557321
0,3,male,30.0,0,0,8.05,1,1,0,False,False,True,False,False,True,False,False,0.37170143252073384,0.03232850970550048
1,3,male,9.0,1,1,15.9,3,0,0,False,False,True,True,False,False,False,False,0.10781603417944208,0.06385382662328667
0,3,male,25.0,1,0,19.9667,2,0,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.08018554717227534
0,3,male,21.0,0,0,7.25,1,1,0,False,False,True,False,False,True,False,False,0.2586076903744659,0.029115738554643292
0,1,male,55.0,0,0,30.5,1,1,0,False,False,True,False,False,True,False,False,0.6858507162603669,0.1224869001264304
0,1,male,71.0,0,0,49.5042,1,1,0,True,False,False,False,False,True,False,False,0.8869062578537321,0.19880708200783068
0,3,male,21.0,0,0,8.05,1,1,0,False,False,True,False,False,True,False,False,0.2586076903744659,0.03232850970550048
0,3,male,25.0,0,0,14.4583,1,1,0,True,False,False,False,False,True,False,False,0.3088715757728072,0.05806401141304815
1,1,female,54.0,1,0,78.2667,2,0,1,True,False,False,False,True,False,False,False,0.6732847449107816,0.3143162447909931
0,3,male,25.0,0,0,15.1,1,1,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.06064105547242948
0,1,female,25.0,1,2,151.55,4,0,1,False,False,True,False,False,False,True,False,0.3088715757728072,0.6086193348905091
0,3,male,24.0,0,0,7.7958,1,1,0,False,False,True,False,False,True,False,False,0.2963056044232219,0.03130765167231561
0,3,male,17.0,0,0,8.6625,1,1,0,False,False,True,False,False,True,False,False,0.20834380497612465,0.034788287617875516
0,3,female,21.0,0,0,7.75,1,1,1,False,True,False,False,True,False,False,False,0.2586076903744659,0.031123720523929036
0,3,female,21.5,0,0,7.6292,1,1,1,False,True,False,False,True,False,False,False,0.2648906760492586,0.0306385920801496
0,3,female,37.0,0,0,9.5875,1,1,1,False,False,True,False,True,False,False,False,0.4596632319678311,0.038503054261054145
1,1,female,16.0,0,0,86.5,1,1,1,False,False,True,False,True,False,False,False,0.19577783362653933,0.34738088068643375
0,1,male,18.0,1,0,108.9,2,0,0,True,False,False,False,False,True,False,False,0.22090977632570996,0.43733847291043515
1,2,female,33.0,0,2,26.0,3,0,1,False,False,True,False,False,False,True,False,0.4093993465694898,0.10441506240285871
1,1,male,40.0,0,0,26.55,1,1,0,False,False,True,False,False,True,False,False,0.4973611460165871,0.10662384256907302
0,3,male,28.0,0,0,22.525,1,1,0,False,False,True,False,False,True,False,False,0.3465694898215632,0.09045958771632277
1,3,male,26.0,0,0,56.4958,1,1,0,False,False,True,False,False,True,False,False,0.32143754712239253,0.22688509548074712
1,3,male,29.0,0,0,7.75,1,1,0,False,True,False,False,False,True,False,False,0.35913546117114853,0.031123720523929036
0,3,male,25.0,0,0,8.05,1,1,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.03232850970550048
1,1,male,36.0,0,0,26.2875,1,1,0,False,False,True,False,False,True,False,False,0.4470972606182458,0.10556965203519801
1,1,female,54.0,1,0,59.4,2,0,1,True,False,False,False,False,False,True,False,0.6732847449107816,0.23854825795114643
0,3,male,24.0,0,0,7.4958,1,1,0,False,False,True,False,False,True,False,False,0.2963056044232219,0.030102862490744165
0,1,male,47.0,0,0,34.0208,1,1,0,False,False,True,False,False,True,False,False,0.5853229454636844,0.13662630596135292
1,2,female,34.0,0,0,10.5,1,1,1,False,False,True,False,False,False,True,False,0.42196531791907516,0.04216762135500063
0,3,male,25.0,0,0,24.15,1,1,0,False,True,False,False,False,True,False,False,0.3088715757728072,0.09698552911650145
1,2,female,36.0,1,0,26.0,2,0,1,False,False,True,False,False,False,True,False,0.4470972606182458,0.10441506240285871
0,3,male,32.0,0,0,7.8958,1,1,0,False,False,True,False,False,True,False,False,0.39683337521990447,0.031709248066172764
1,1,female,30.0,0,0,93.5,1,1,1,False,False,True,False,True,False,False,False,0.37170143252073384,0.3754926282564342
0,3,male,22.0,0,0,7.8958,1,1,0,False,False,True,False,False,True,False,False,0.2711736617240513,0.031709248066172764
0,3,male,25.0,0,0,7.225,1,1,0,True,False,False,False,False,True,False,False,0.3088715757728072,0.029015339456179005
1,1,female,44.0,0,1,57.9792,2,0,1,True,False,False,False,False,False,True,False,0.5476250314149284,0.23284237638722405
0,3,male,25.0,0,0,7.2292,1,1,0,True,False,False,False,False,True,False,False,0.3088715757728072,0.029032206504721002
0,3,male,40.5,0,0,7.75,1,1,0,False,True,False,False,False,True,False,False,0.5036441316913798,0.031123720523929036
1,2,female,50.0,0,0,10.5,1,1,1,False,False,True,False,True,False,False,False,0.6230208595124404,0.04216762135500063
0,1,male,40.0,0,0,221.7792,1,1,0,False,False,True,False,False,True,False,False,0.4973611460165871,0.8906572695252339
0,3,male,39.0,0,0,7.925,1,1,0,False,False,True,False,False,True,False,False,0.4847951746670017,0.031826514213179044
0,2,male,23.0,2,1,11.5,4,0,0,False,False,True,False,False,True,False,False,0.2837396330736366,0.04618358529357212
1,2,female,2.0,1,1,26.0,3,0,1,False,False,True,False,True,False,False,False,0.01985423473234481,0.10441506240285871
0,3,male,25.0,0,0,7.2292,1,1,0,True,False,False,False,False,True,False,False,0.3088715757728072,0.029032206504721002
0,3,male,17.0,1,1,7.2292,3,0,0,True,False,False,False,False,True,False,False,0.20834380497612465,0.029032206504721002
1,3,female,21.5,0,2,22.3583,3,0,1,True,False,False,False,False,False,True,False,0.2648906760492586,0.08979012652776291
0,3,female,30.0,0,0,8.6625,1,1,1,False,False,True,False,True,False,False,False,0.37170143252073384,0.034788287617875516
1,2,female,7.0,0,2,26.25,3,0,1,False,False,True,False,True,False,False,False,0.08268409148027142,0.10541905338750157
0,1,male,45.0,0,0,26.55,1,1,0,False,False,True,False,False,False,False,True,0.5601910027645137,0.10662384256907302
1,1,female,30.0,0,0,106.425,1,1,1,True,False,False,False,True,False,False,False,0.37170143252073384,0.42739896216247064
0,3,male,25.0,0,0,14.5,1,1,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.058231477109286583
1,1,female,22.0,0,2,49.5,3,0,1,True,False,False,False,True,False,False,False,0.2711736617240513,0.1987902149592887
1,1,female,36.0,0,2,71.0,3,0,1,False,False,True,False,True,False,False,False,0.4470972606182458,0.2851334396385757
0,3,female,9.0,4,2,31.275,7,0,1,False,False,True,False,True,False,False,False,0.10781603417944208,0.1255992721788233
0,3,female,11.0,4,2,31.275,7,0,1,False,False,True,False,True,False,False,False,0.13294797687861273,0.1255992721788233
1,2,male,32.0,1,0,26.0,2,0,0,False,False,True,False,False,True,False,False,0.39683337521990447,0.10441506240285871
0,1,male,50.0,1,0,106.425,2,0,0,True,False,False,False,False,True,False,False,0.6230208595124404,0.42739896216247064
0,1,male,64.0,0,0,26.0,1,1,0,False,False,True,False,False,True,False,False,0.7989444584066349,0.10441506240285871
1,2,female,19.0,1,0,26.0,2,0,1,False,False,True,False,False,False,True,False,0.23347574767529528,0.10441506240285871
1,2,male,30.0,0,0,13.8625,1,1,0,True,False,False,False,False,True,False,False,0.37170143252073384,0.055671300098447264
0,3,male,33.0,1,1,20.525,3,0,0,False,False,True,False,False,True,False,False,0.4093993465694898,0.0824276598391798
1,2,male,8.0,1,1,36.75,3,0,0,False,False,True,True,False,False,False,False,0.09525006282985675,0.1475866747425022
1,1,male,17.0,0,2,110.8833,3,0,0,True,False,False,False,False,True,False,False,0.20834380497612465,0.44530333418980395
0,2,male,27.0,0,0,26.0,1,1,0,False,False,True,False,False,True,False,False,0.33400351847197784,0.10441506240285871
0,3,male,25.0,0,0,7.8292,1,1,0,False,True,False,False,False,True,False,False,0.3088715757728072,0.0314417848678639
1,3,male,22.0,0,0,7.225,1,1,0,True,False,False,False,False,True,False,False,0.2711736617240513,0.029015339456179005
1,3,female,22.0,0,0,7.775,1,1,1,False,False,True,False,True,False,False,False,0.2711736617240513,0.031224119622393326
0,1,male,62.0,0,0,26.55,1,1,0,False,False,True,False,False,True,False,False,0.7738125157074642,0.10662384256907302
1,1,female,48.0,1,0,39.6,2,0,1,True,False,False,False,False,False,False,True,0.5978889168132696,0.15903217196743094
0,1,male,40.0,0,0,227.525,1,1,0,True,False,False,False,False,True,False,False,0.4973611460165871,0.9137321951234779
1,1,female,39.0,1,1,79.65,3,0,1,False,False,True,False,False,False,True,False,0.4847951746670017,0.3198715277072191
1,3,female,36.0,1,0,17.4,2,0,1,False,False,True,False,False,False,True,False,0.4470972606182458,0.0698777725311439
0,3,male,25.0,0,0,7.75,1,1,0,False,True,False,False,False,True,False,False,0.3088715757728072,0.031123720523929036
0,3,male,40.0,0,0,7.8958,1,1,0,False,False,True,False,False,True,False,False,0.4973611460165871,0.031709248066172764
0,2,male,28.0,0,0,13.5,1,1,0,False,False,True,False,False,True,False,False,0.3465694898215632,0.054215513170715095
0,3,male,25.0,0,0,8.05,1,1,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.03232850970550048
0,3,female,21.5,0,0,8.05,1,1,1,False,False,True,False,True,False,False,False,0.2648906760492586,0.03232850970550048
0,3,male,24.0,2,0,24.15,3,0,0,False,False,True,False,False,True,False,False,0.2963056044232219,0.09698552911650145
0,3,male,19.0,0,0,7.8958,1,1,0,False,False,True,False,False,True,False,False,0.23347574767529528,0.031709248066172764
0,3,female,29.0,0,4,21.075,5,0,1,False,False,True,False,False,False,True,False,0.35913546117114853,0.08463644000539412
0,3,male,25.0,0,0,7.2292,1,1,0,True,False,False,False,False,True,False,False,0.3088715757728072,0.029032206504721002
1,3,male,32.0,0,0,7.8542,1,1,0,False,False,True,False,False,True,False,False,0.39683337521990447,0.031542183966328186
1,2,male,62.0,0,0,10.5,1,1,0,False,False,True,False,False,True,False,False,0.7738125157074642,0.04216762135500063
1,1,female,53.0,2,0,51.4792,3,0,1,False,False,True,False,False,False,True,False,0.6607187735611962,0.20673861078650937
1,1,male,36.0,0,0,26.3875,1,1,0,False,False,True,False,False,True,False,False,0.4470972606182458,0.10597124842905516
1,3,female,21.5,0,0,7.75,1,1,1,False,True,False,False,True,False,False,False,0.2648906760492586,0.031123720523929036
0,3,male,16.0,0,0,8.05,1,1,0,False,False,True,False,False,True,False,False,0.19577783362653933,0.03232850970550048
0,3,male,19.0,0,0,14.5,1,1,0,False,False,True,False,False,True,False,False,0.23347574767529528,0.058231477109286583
1,2,female,34.0,0,0,13.0,1,1,1,False,False,True,False,True,False,False,False,0.42196531791907516,0.052207531201429354
1,1,female,39.0,1,0,55.9,2,0,1,False,False,True,False,False,False,True,False,0.4847951746670017,0.2244923841661462
0,3,female,21.5,1,0,14.4583,2,0,1,True,False,False,False,False,False,True,False,0.2648906760492586,0.05806401141304815
1,3,male,32.0,0,0,7.925,1,1,0,False,False,True,False,False,True,False,False,0.39683337521990447,0.031826514213179044
1,2,female,25.0,1,1,30.0,3,0,1,False,False,True,False,True,False,False,False,0.3088715757728072,0.12047891815714466
1,1,female,39.0,1,1,110.8833,3,0,1,True,False,False,False,False,False,True,False,0.4847951746670017,0.44530333418980395
0,2,male,54.0,0,0,26.0,1,1,0,False,False,True,False,False,True,False,False,0.6732847449107816,0.10441506240285871
0,1,male,36.0,0,0,40.125,1,1,0,True,False,False,False,False,True,False,False,0.4470972606182458,0.161140553035181
0,3,male,25.0,0,0,8.7125,1,1,0,True,False,False,False,False,True,False,False,0.3088715757728072,0.034989085814804095
1,1,female,18.0,0,2,79.65,3,0,1,False,False,True,False,True,False,False,False,0.22090977632570996,0.3198715277072191
0,2,male,47.0,0,0,15.0,1,1,0,False,False,True,False,False,True,False,False,0.5853229454636844,0.06023945907857233
1,1,male,60.0,1,1,79.2,3,0,0,True,False,False,False,False,True,False,False,0.7486805730082935,0.3180643439348619
0,3,male,22.0,0,0,8.05,1,1,0,False,False,True,False,False,True,False,False,0.2711736617240513,0.03232850970550048
0,3,male,25.0,0,0,8.05,1,1,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.03232850970550048
0,3,male,35.0,0,0,7.125,1,1,0,False,False,True,False,False,True,False,False,0.43453128926866047,0.028613743062321857
1,1,female,52.0,1,0,78.2667,2,0,1,True,False,False,False,False,False,True,False,0.648152802211611,0.3143162447909931
0,3,male,47.0,0,0,7.25,1,1,0,False,False,True,False,False,True,False,False,0.5853229454636844,0.029115738554643292
0,3,female,21.5,0,2,7.75,3,0,1,False,True,False,False,True,False,False,False,0.2648906760492586,0.031123720523929036
0,2,male,37.0,1,0,26.0,2,0,0,False,False,True,False,False,True,False,False,0.4596632319678311,0.10441506240285871
0,3,male,36.0,1,1,24.15,3,0,0,False,False,True,False,False,True,False,False,0.4470972606182458,0.09698552911650145
1,2,female,28.0,0,0,33.0,1,1,1,False,False,True,False,True,False,False,False,0.3465694898215632,0.13252680997285912
0,3,male,49.0,0,0,0.0,1,1,0,False,False,True,False,False,True,False,False,0.610454888162855,0.0
0,3,male,25.0,0,0,7.225,1,1,0,True,False,False,False,False,True,False,False,0.3088715757728072,0.029015339456179005
1,1,male,49.0,1,0,56.9292,2,0,0,True,False,False,False,False,False,False,True,0.610454888162855,0.228625614251724
1,2,female,24.0,2,1,27.0,4,0,1,False,False,True,False,False,False,True,False,0.2963056044232219,0.10843102634143019
0,3,male,25.0,0,0,7.8958,1,1,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.031709248066172764
0,1,male,40.0,0,0,42.4,1,1,0,False,False,True,False,False,True,False,False,0.4973611460165871,0.17027687099543112
0,3,male,44.0,0,0,8.05,1,1,0,False,False,True,False,False,True,False,False,0.5476250314149284,0.03232850970550048
1,1,male,35.0,0,0,26.55,1,1,0,True,False,False,False,False,True,False,False,0.43453128926866047,0.10662384256907302
0,3,male,36.0,1,0,15.55,2,0,0,False,False,True,False,False,True,False,False,0.4470972606182458,0.06244823924478665
0,3,male,30.0,0,0,7.8958,1,1,0,False,False,True,False,False,True,False,False,0.37170143252073384,0.031709248066172764
1,1,male,27.0,0,0,30.5,1,1,0,False,False,True,False,False,True,False,False,0.33400351847197784,0.1224869001264304
1,2,female,22.0,1,2,41.5792,4,0,1,True,False,False,False,False,False,True,False,0.2711736617240513,0.16698056779465165
1,1,female,40.0,0,0,153.4625,1,1,1,False,False,True,False,True,False,False,False,0.4973611460165871,0.6162998659230271
0,3,female,39.0,1,5,31.275,7,0,1,False,False,True,False,False,False,True,False,0.4847951746670017,0.1255992721788233
0,3,male,25.0,0,0,7.05,1,1,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.028312545766928994
1,3,female,21.5,1,0,15.5,2,0,1,False,True,False,False,True,False,False,False,0.2648906760492586,0.06224744104785807
0,3,male,25.0,0,0,7.75,1,1,0,False,True,False,False,False,True,False,False,0.3088715757728072,0.031123720523929036
0,3,male,35.0,0,0,8.05,1,1,0,False,False,True,False,False,True,False,False,0.43453128926866047,0.03232850970550048
1,2,female,24.0,1,2,65.0,4,0,1,False,False,True,False,True,False,False,False,0.2963056044232219,0.26103765600714673
0,3,male,34.0,1,1,14.4,3,0,0,False,False,True,False,False,True,False,False,0.42196531791907516,0.05782988071542944
0,3,female,26.0,1,0,16.1,2,0,1,False,False,True,False,False,False,True,False,0.32143754712239253,0.06465701941100097
1,2,female,4.0,2,1,39.0,4,0,1,False,False,True,False,True,False,False,False,0.04498617743151546,0.15662259360428807
0,2,male,26.0,0,0,10.5,1,1,0,False,False,True,False,False,True,False,False,0.32143754712239253,0.04216762135500063
0,3,male,27.0,1,0,14.4542,2,0,0,True,False,False,False,False,True,False,False,0.33400351847197784,0.05804754596090001
1,1,male,42.0,1,0,52.5542,2,0,0,False,False,True,False,False,True,False,False,0.5224930887157577,0.21105577202047374
1,3,male,20.0,1,1,15.7417,3,0,0,True,False,False,False,False,True,False,False,0.24604171902488062,0.0632180995318108
0,3,male,21.0,0,0,7.8542,1,1,0,False,False,True,False,False,True,False,False,0.2586076903744659,0.031542183966328186
0,3,male,21.0,0,0,16.1,1,1,0,False,False,True,False,False,True,False,False,0.2586076903744659,0.06465701941100097
0,1,male,61.0,0,0,32.3208,1,1,0,False,False,True,False,False,True,False,False,0.7612465443578789,0.12979916726578136
0,2,male,57.0,0,0,12.35,1,1,0,False,True,False,False,False,False,False,True,0.7109826589595376,0.04959715464135788
1,1,female,21.0,0,0,77.9583,1,1,1,False,False,True,False,True,False,False,False,0.2586076903744659,0.31307772151233765
0,3,male,26.0,0,0,7.8958,1,1,0,False,False,True,False,False,True,False,False,0.32143754712239253,0.031709248066172764
0,3,male,25.0,0,0,7.7333,1,1,0,False,True,False,False,False,True,False,False,0.3088715757728072,0.031056653926154892
1,1,male,80.0,0,0,30.0,1,1,0,False,False,True,False,False,True,False,False,1.0,0.12047891815714466
0,3,male,51.0,0,0,7.0542,1,1,0,False,False,True,False,False,True,False,False,0.6355868308620256,0.028329412815470995
1,1,male,32.0,0,0,30.5,1,1,0,True,False,False,False,False,False,False,True,0.39683337521990447,0.1224869001264304
0,1,male,40.0,0,0,0.0,1,1,0,False,False,True,False,False,True,False,False,0.4973611460165871,0.0
0,3,female,9.0,3,2,27.9,6,0,1,False,False,True,False,True,False,False,False,0.10781603417944208,0.11204539388614453
1,2,female,28.0,0,0,13.0,1,1,1,False,False,True,False,True,False,False,False,0.3465694898215632,0.052207531201429354
0,3,male,32.0,0,0,7.925,1,1,0,False,False,True,False,False,True,False,False,0.39683337521990447,0.031826514213179044
0,2,male,31.0,1,1,26.25,3,0,0,False,False,True,False,False,True,False,False,0.38426740387031916,0.10541905338750157
0,3,female,41.0,0,5,39.6875,6,0,1,False,False,True,False,False,False,True,False,0.5099271173661724,0.15938356881205595
0,3,male,25.0,1,0,16.1,2,0,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.06465701941100097
0,3,male,20.0,0,0,7.8542,1,1,0,False,False,True,False,False,True,False,False,0.24604171902488062,0.031542183966328186
1,1,female,24.0,0,0,69.3,1,1,1,True,False,False,False,True,False,False,False,0.2963056044232219,0.2783063009430041
0,3,female,2.0,3,2,27.9,6,0,1,False,False,True,False,True,False,False,False,0.01985423473234481,0.11204539388614453
1,3,male,25.0,0,0,56.4958,1,1,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.22688509548074712
1,3,female,0.75,2,1,19.2583,4,0,1,True,False,False,False,True,False,False,False,0.004146770545363157,0.0773406383181913
1,1,male,48.0,1,0,76.7292,2,0,0,True,False,False,False,False,True,False,False,0.5978889168132696,0.30814170023543946
0,3,male,19.0,0,0,7.8958,1,1,0,False,False,True,False,False,True,False,False,0.23347574767529528,0.031709248066172764
1,1,male,56.0,0,0,35.5,1,1,0,True,False,False,False,False,False,False,True,0.6984166876099522,0.14256671981928784
0,3,male,25.0,0,0,7.55,1,1,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.03032052773621474
1,3,female,23.0,0,0,7.55,1,1,1,False,False,True,False,True,False,False,False,0.2837396330736366,0.03032052773621474
0,3,male,25.0,0,0,7.8958,1,1,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.031709248066172764
1,2,female,18.0,0,1,23.0,2,0,1,False,False,True,False,True,False,False,False,0.22090977632570996,0.09236717058714423
0,3,male,21.0,0,0,8.4333,1,1,0,False,False,True,False,False,True,False,False,0.2586076903744659,0.03386782868315493
1,3,female,21.5,0,0,7.8292,1,1,1,False,True,False,False,True,False,False,False,0.2648906760492586,0.0314417848678639
0,3,female,18.0,0,0,6.75,1,1,1,False,True,False,False,True,False,False,False,0.22090977632570996,0.027107756585357547
0,2,male,24.0,2,0,73.5,3,0,0,False,False,True,False,False,True,False,False,0.2963056044232219,0.2951733494850044
0,3,male,25.0,0,0,7.8958,1,1,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.031709248066172764
0,3,female,32.0,1,1,15.5,3,0,1,False,True,False,False,False,False,True,False,0.39683337521990447,0.06224744104785807
0,2,male,23.0,0,0,13.0,1,1,0,False,False,True,False,False,True,False,False,0.2837396330736366,0.052207531201429354
0,1,male,58.0,0,2,113.275,3,0,0,True,False,False,False,False,True,False,False,0.7235486303091229,0.4549083151416854
1,1,male,50.0,2,0,133.65,3,0,0,False,False,True,False,False,False,False,True,0.6230208595124404,0.5367335803900795
0,3,male,40.0,0,0,7.225,1,1,0,True,False,False,False,False,True,False,False,0.4973611460165871,0.029015339456179005
0,1,male,47.0,0,0,25.5875,1,1,0,False,False,True,False,False,True,False,False,0.5853229454636844,0.10275847727819797
0,3,male,36.0,0,0,7.4958,1,1,0,False,False,True,False,False,True,False,False,0.4470972606182458,0.030102862490744165
1,3,male,20.0,1,0,7.925,2,0,0,False,False,True,False,False,True,False,False,0.24604171902488062,0.031826514213179044
0,2,male,32.0,2,0,73.5,3,0,0,False,False,True,False,False,True,False,False,0.39683337521990447,0.2951733494850044
0,2,male,25.0,0,0,13.0,1,1,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.052207531201429354
0,3,male,25.0,0,0,7.775,1,1,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.031224119622393326
0,3,male,43.0,0,0,8.05,1,1,0,False,False,True,False,False,True,False,False,0.5350590600653431,0.03232850970550048
1,1,female,35.0,1,0,52.0,2,0,1,False,False,True,False,False,False,True,False,0.43453128926866047,0.20883012480571742
1,2,female,40.0,1,1,39.0,3,0,1,False,False,True,False,False,False,True,False,0.4973611460165871,0.15662259360428807
0,1,male,31.0,1,0,52.0,2,0,0,False,False,True,False,False,True,False,False,0.38426740387031916,0.20883012480571742
0,2,male,70.0,0,0,10.5,1,1,0,False,False,True,False,False,True,False,False,0.8743402865041467,0.04216762135500063
1,2,male,31.0,0,0,13.0,1,1,0,False,False,True,False,False,True,False,False,0.38426740387031916,0.052207531201429354
0,2,male,30.0,0,0,0.0,1,1,0,False,False,True,False,False,True,False,False,0.37170143252073384,0.0
0,3,male,18.0,0,0,7.775,1,1,0,False,False,True,False,False,True,False,False,0.22090977632570996,0.031224119622393326
0,3,male,24.5,0,0,8.05,1,1,0,False,False,True,False,False,True,False,False,0.3025885900980146,0.03232850970550048
1,3,female,18.0,0,0,9.8417,1,1,1,False,False,True,False,True,False,False,False,0.22090977632570996,0.039523912294239016
0,3,female,43.0,1,6,46.9,8,0,1,False,False,True,False,False,False,True,False,0.5350590600653431,0.1883487087190028
1,1,male,36.0,0,1,249.00622000000035,2,0,0,True,False,False,False,False,True,False,False,0.4470972606182458,1.0
0,3,female,21.5,0,0,8.1375,1,1,1,False,True,False,False,True,False,False,False,0.2648906760492586,0.03267990655012549
1,1,male,27.0,0,0,76.7292,1,1,0,True,False,False,False,False,True,False,False,0.33400351847197784,0.30814170023543946
0,3,male,20.0,0,0,9.225,1,1,0,False,False,True,False,False,True,False,False,0.24604171902488062,0.03704726733332198
0,3,male,14.0,5,2,46.9,8,0,0,False,False,True,False,False,True,False,False,0.17064589092736868,0.1883487087190028
0,2,male,60.0,1,1,39.0,3,0,0,False,False,True,False,False,True,False,False,0.7486805730082935,0.15662259360428807
0,2,male,25.0,1,2,41.5792,4,0,0,True,False,False,False,False,True,False,False,0.3088715757728072,0.16698056779465165
0,3,male,14.0,4,1,39.6875,6,0,0,False,False,True,False,False,True,False,False,0.17064589092736868,0.15938356881205595
0,3,male,19.0,0,0,10.1708,1,1,0,False,False,True,False,False,True,False,False,0.23347574767529528,0.0408455660264229
0,3,male,18.0,0,0,7.7958,1,1,0,False,False,True,False,False,True,False,False,0.22090977632570996,0.03130765167231561
1,1,female,15.0,0,1,211.3375,2,0,1,False,False,True,False,True,False,False,False,0.18321186227695402,0.848723778867852
1,1,male,31.0,1,0,57.0,2,0,0,False,False,True,False,False,True,False,False,0.38426740387031916,0.22890994449857485
1,3,female,4.0,0,1,13.4167,2,0,1,True,False,False,False,True,False,False,False,0.04498617743151546,0.053880983374632097
1,3,male,25.0,0,0,56.4958,1,1,0,False,False,True,False,False,True,False,False,0.3088715757728072,0.22688509548074712
0,3,male,25.0,0,0,7.225,1,1,0,True,False,False,False,False,True,False,False,0.3088715757728072,0.029015339456179005
0,1,male,60.0,0,0,26.55,1,1,0,False,False,True,False,False,False,False,True,0.7486805730082935,0.10662384256907302
0,2,male,52.0,0,0,13.5,1,1,0,False,False,True,False,False,True,False,False,0.648152802211611,0.054215513170715095
0,3,male,44.0,0,0,8.05,1,1,0,False,False,True,False,False,True,False,False,0.5476250314149284,0.03232850970550048
1,3,female,21.5,0,0,7.7333,1,1,1,False,True,False,False,True,False,False,False,0.2648906760492586,0.031056653926154892
0,1,male,49.0,1,1,110.8833,3,0,0,True,False,False,False,False,True,False,False,0.610454888162855,0.44530333418980395
0,3,male,42.0,0,0,7.65,1,1,0,False,False,True,False,False,True,False,False,0.5224930887157577,0.03072212413007189
1,1,female,18.0,1,0,227.525,2,0,1,True,False,False,False,False,False,True,False,0.22090977632570996,0.9137321951234779
1,1,male,35.0,0,0,26.2875,1,1,0,False,False,True,False,False,True,False,False,0.43453128926866047,0.10556965203519801
0,3,female,18.0,0,1,14.4542,2,0,1,True,False,False,False,True,False,False,False,0.22090977632570996,0.05804754596090001
0,3,male,25.0,0,0,7.7417,1,1,0,False,True,False,False,False,True,False,False,0.3088715757728072,0.031090388023238894
0,3,male,26.0,1,0,7.8542,2,0,0,False,False,True,False,False,True,False,False,0.32143754712239253,0.031542183966328186
0,2,male,39.0,0,0,26.0,1,1,0,False,False,True,False,False,True,False,False,0.4847951746670017,0.10441506240285871
1,2,female,45.0,0,0,13.5,1,1,1,False,False,True,False,False,False,True,False,0.5601910027645137,0.054215513170715095
1,1,male,42.0,0,0,26.2875,1,1,0,False,False,True,False,False,True,False,False,0.5224930887157577,0.10556965203519801
1,1,female,22.0,0,0,151.55,1,1,1,False,False,True,False,True,False,False,False,0.2711736617240513,0.6086193348905091
1,3,male,25.0,1,1,15.2458,3,0,0,True,False,False,True,False,False,False,False,0.3088715757728072,0.061226583014673194
1,1,female,24.0,0,0,49.5042,1,1,1,True,False,False,False,True,False,False,False,0.2963056044232219,0.19880708200783068
0,1,male,40.0,0,0,26.55,1,1,0,False,False,True,False,False,True,False,False,0.4973611460165871,0.10662384256907302
